Index,Bag,ProvinceName,Sumd,StockType,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
1846,        Цагаандэлгэр,Дундговь,Цагаандэлгэр,Хонь,49.49,43.31,46.75,50.04,54.23,53.64,56.45,47.6,57.69,61.93,49.12,57.9,54.1,42.87,43.08,43.63,44.24,36.1,36.25,44.93,49.18,48.23,48,43.4,35.11,35.66,37.34,39.92,45.47,47.01,41.32,18.76,17.77,20.81,21.87,24.12,27.45,30.61,28.9,29.2,20.74,23.56,29.2,34.98,43.52,51.96,56.08,61.93,67.71
1852,          Эрдэнэдалай,Дундговь,Эрдэнэдалай,Хонь,108.78,102.09,113.05,117.96,126.56,122.96,127.17,118.98,127.83,130.82,134.86,132.66,138.95,138.63,124.56,124.86,127.16,113.36,103.61,122.88,132.03,140.04,146.7,138.03,138.15,139.45,141.65,154.59,165.45,150.93,92.11,102.67,98.87,104.08,116.7,128.85,141.45,157.2,158.47,163.38,78.8,94.49,120.86,144.6,172.08,195.76,222.55,260.96,274.96
1864,      Дорнод,Дорнод,Дорнод,Хонь,726.62,737.18,706.96,738.09,767.8,780.09,724.6,714.46,785.53,801.81,760.68,838.5,824.95,729.78,672.48,673.86,624.91,631.24,638.28,652.94,661.22,617.46,529.8,443.25,376.26,319.36,314.01,343.64,385.16,432.06,438.45,425.73,418.51,406.9,424.01,469.88,527.29,611.4,688.61,704.09,550.79,555.36,584.78,592.99,673.35,745.32,831.36,1001.57,1147.69
1870,        Хэрлэн,Дорнод,Хэрлэн,Хонь,0.21,0.24,0.21,0.27,0.2,0.19,0.17,2.17,2.08,4.01,4.37,6.17,5.55,4.32,5.75,6.25,6.94,7.04,9.98,13.88,24.03,32.07,39.07,38.22,43.9,45.93,47.83,52.95,59.17,64.06,57.57,47.53,42.12,35.62,36.11,40.08,45.23,47.01,51.18,56.47,34.07,39.07,44.03,46.75,54.08,60.76,67.82,72.47,71.71
1876,        Баяндун,Дорнод,Баяндун,Хонь,51.68,52.86,49.53,52.14,52.56,55.5,52.54,50.26,49.33,48.91,51.81,56.78,57.57,56.54,56.08,55.24,57.39,57.55,56.42,56.62,58.46,53.34,44.69,37.32,35.08,25.66,26.12,29.62,32.44,39.36,39.27,39.42,40.96,42.24,45.51,51.84,59.28,66.24,75.93,80.06,57.53,63.87,64.18,63.7,72.63,75.21,85.67,99.18,108.44
1882,        Баянтүмэн,Дорнод,Баянтүмэн,Хонь,39.77,40.54,35.77,36.92,37.97,36.46,33.83,36.97,43.06,43.95,44.99,48.24,44.12,43.33,37.78,41.39,35.49,36.06,36.2,38.66,36.34,35.12,30.01,25.08,17.82,14.86,14.63,14.84,16.41,18.35,18.44,25.1,27.91,23.46,28.86,32.93,36.37,49.06,57.41,56.73,38.88,36.76,37.68,39.31,42.29,48.88,55.54,70.07,84.03
1888,        Баян-Уул,Дорнод,Баян-Уул,Хонь,40.29,37.23,34.68,38.43,41.24,45.74,46.69,48.68,53.45,50.11,42.03,50.53,52.2,43.21,42.45,38.55,33.02,24.41,24.23,25.05,25.26,22.48,24.15,18.28,14.57,8.42,8.72,10.19,11.95,14.19,15.32,15.63,17.23,18.2,18.94,21.42,24.77,28.35,31.75,33.27,28.01,26.52,28.88,31.05,34.63,36.45,38.45,42.43,46.44
1894,          Булган,Дорнод,Булган,Хонь,53.22,55.71,52.62,58.14,56.2,55.24,52.05,52.79,64.46,65.38,48.97,54.19,51.8,38.83,36.65,41.42,37.61,40.1,46.75,48.48,44.44,37.33,33.57,29.86,23.21,19.71,18.48,20.54,22.31,23.78,23.1,22.81,21.54,20.96,23.69,26.26,31.29,33.12,36.15,35.46,31.46,33.16,34.2,34.43,38.67,43.12,47.46,63.35,83.11
1900,          Гурванзагал,Дорнод,Гурванзагал,Хонь,35.75,35.93,36.28,39.18,36.25,37.15,31.8,32.29,34.22,36.33,36.25,42.12,38.73,30.58,32.76,35.92,31.52,32.5,30.56,31.02,33.1,26.12,21.36,15.74,10.59,7.33,7.59,8.84,9.69,11.33,12.18,11.09,12.2,12.95,13.04,16.36,20.04,26.52,30.93,30.44,27.91,28.52,32.79,35.53,40.76,46.28,54.24,69.12,77.18
1906,          Дашбалбар,Дорнод,Дашбалбар,Хонь,94.67,96.31,99.72,103.53,96.28,100.1,93.19,90.64,96.77,96.4,90.34,100.2,101.17,96.24,96.56,91.08,87.69,88.42,81.76,81.25,86.27,81.68,71.3,57.95,49.72,39.96,38.44,42.11,48.96,54.69,58,54.54,53.12,56.27,57.33,61.39,65.96,72.41,80.85,87.65,86.43,90.76,87.61,92.86,102.39,111.65,126.59,148.89,171.15
1912,          Матад,Дорнод,Матад,Хонь,65.24,63.24,63.5,64.25,65.01,67.23,59.45,53.55,61.77,61.21,60.69,66.97,68.13,67.23,62.25,59.21,55.25,55.79,56.53,55.19,51.95,47.33,41,33.18,26.04,21.54,20.42,19.63,20.53,23.2,24.97,24.91,25.1,26.79,26.69,27.58,33.02,36.58,39.34,39.43,40.14,34.79,35.46,35.56,38.17,42.32,47.42,61.59,67.95
1918,          Сэргэлэн,Дорнод,Сэргэлэн,Хонь,59.87,62.22,52.94,56.12,65.13,64.41,58.42,62.78,69.67,71.1,72.25,78.64,77.18,66.61,59.81,57.4,47.93,47.94,47.85,48.08,48.97,49.72,42.87,40.57,40.17,36.48,38.38,44.38,49.2,53.87,56.38,51.63,46.95,46,48.4,54.27,59.42,68.43,79.5,79.85,44.28,46.39,49.91,53.7,64.85,74.73,75.46,88.07,107.55
1924,          Халхгол,Дорнод,Халхгол,Хонь,58.67,60.54,61.48,65.08,65.85,65.62,69.2,73.77,75.31,79.42,63.3,62.62,64.67,61.17,44.55,45.7,43.65,44.26,43.96,43.79,41.12,36.13,24.6,16.15,17.72,14.02,12.6,13.03,12.87,12.68,13.46,13.78,13.48,12.45,11.41,11.9,12.81,21.73,25.44,24.86,27.88,25.3,26.48,10.98,13.35,16.99,19.59,24.52,28.48
1930,          Хөлөнбуйр,Дорнод,Хөлөнбуйр,Хонь,52.64,5.59,51.05,54.77,57.64,56.8,48.21,45.46,53.26,55.21,51.86,57.02,60.35,46.74,39.11,41.2,38.55,39.37,40.05,39.87,39.41,35.58,30.38,25.05,21.73,19.73,19.29,20.86,23.42,25.68,26.92,27.03,26.45,22.8,24.6,26.66,29.97,34.52,36.85,37.39,32.03,34.08,37.53,39.03,44.51,48.96,56.12,69.61,79.9
1936,          Цагаан-Овоо,Дорнод,Цагаан-Овоо,Хонь,100.49,155.77,99.08,94.53,109.06,106.43,102.12,98.19,109.22,109.49,100.22,115.32,113.05,90.25,87.06,87,78.18,78.4,85.13,87.39,88.3,83.89,64.61,52.14,42.54,38,36.09,38.89,44.25,50.8,52.75,52.53,50.91,47.87,48.5,52.57,57.87,69.61,77.71,79.14,50.35,46.36,54.44,56.48,64.04,64.47,72.91,82.69,96.26
1942,          Чойбалсан,Дорнод,Чойбалсан,Хонь,46.31,42.35,45.53,47.62,52.6,54.4,42.68,32.62,41.13,41.98,43.48,45.32,39.08,33.26,30.19,30.9,25.22,25.23,25.51,26.65,27.15,27.67,26.17,25.28,22.58,21.96,20.97,22.5,27.13,32.57,31.54,30.61,28.82,27.48,28.15,32.5,35.35,39.5,43.98,42.6,30.84,29.44,30.35,32.34,38.72,46.44,51.9,69.7,81.24
1948,        Чулуунхороот,Дорнод,Чулуунхороот,Хонь,27.81,28.63,24.6,27.11,31.8,34.82,34.27,34.29,31.8,38.31,37.29,40.12,36.89,36.82,33.01,33.73,31.33,31.55,32.1,34.1,35.36,31.53,21.64,14,10.59,5.76,4.46,5.26,6.83,7.52,8.55,9.12,11.74,13.82,12.79,14.13,15.91,18.32,21.6,20.76,20.99,20.34,21.26,21.28,24.26,29.05,32.2,39.89,44.26
1954,      Сүхбаатар,Сүхбаатар,Сүхбаатар,Хонь,636.84,565.47,627.09,684.01,692.66,678.22,657.36,691.82,704.71,733.89,678.62,714.49,654.25,592.3,627.53,634.84,624.9,542.58,572.78,592.01,602.85,624.51,657.28,371.24,586.3,496.35,499.65,534.21,605.57,689.79,717.32,708.02,710.96,722.53,706.37,695.99,750.84,776.26,733.12,853.67,961.22,991.98,1090.83,1216.62,1380.78,1511.84,1542.2,1815.32,1922.13
1960,        Баруун-Урт,Сүхбаатар,Баруун-Урт,Хонь,1.39,0.5,0.03,0.09,0.09,0.12,0.42,0.19,0.31,2.97,1.13,1.65,1.31,0.9,1.04,3.27,4.45,4.2,4.47,5.7,11.33,19.77,23.11,NaN,37.74,32.26,33.06,38.73,48.83,60.53,60.81,60.39,61.69,63.51,56.96,57.07,66.53,66.61,63.55,76.1,85.4,93.82,108.55,127.6,153.44,173.18,178.88,207.48,195.64
1966,        Асгат,Сүхбаатар,Асгат,Хонь,33.07,25.1,28.21,34.29,34.97,35.84,35.05,36.24,40.62,42.15,33.3,35.8,26.95,24.25,24.25,29.95,31.06,27.45,26.2,28.28,29.39,30.09,31.13,32.02,26.41,24.08,24.99,24.02,27.74,31.9,33.59,35.91,33.39,35.94,37.9,38.31,42.07,39.26,36.88,41.41,44.39,41.58,44.21,46.29,50.95,54.51,60.55,76.82,86.85
1972,        Баяндэлгэр,Сүхбаатар,Баяндэлгэр,Хонь,64.26,60.69,70.53,76.67,74.92,70.46,71.44,75.33,75.37,79.25,82.05,86.31,86.38,74.08,77.15,79.76,80.19,64.95,76.55,80.56,77.06,79.47,86.98,92,78.55,63.82,65.1,66.85,77.46,87.71,93.33,89.17,90.77,94.86,87.94,73.97,77.35,86.09,93.41,109.1,125.81,128.22,141.35,160.01,183.74,200.63,191.57,220.54,251.14
1978,        Дарьганга,Сүхбаатар,Дарьганга,Хонь,56.63,51.8,60.47,62.38,55.84,53.88,53.66,57.23,57.56,59.49,61.48,60.15,44.3,44.1,48.87,44.32,40.49,34.6,40.32,39.08,39.09,39.61,39.16,39.23,37.53,35.23,36.38,36.98,41.32,46.85,52.41,46.79,48.8,50.11,51.82,55.47,57.5,51.94,48.68,55.73,64.88,64.88,64.98,69.11,78.82,89.02,92.25,107.74,112.96
1984,          Мөнххаан,Сүхбаатар,Мөнххаан,Хонь,64.07,53.95,52.57,55.62,62.02,60.45,53.5,56.07,57.98,60.64,42.81,48.17,49.75,44.5,46.53,46.01,42.75,44.01,41.19,40.86,41.98,42.36,52.24,51.02,52.03,44.73,45.52,49.36,55.39,59.76,59.4,61.65,60.37,60.02,63.91,66.99,77.91,73.94,62.45,78.65,93.45,102.35,117,129.28,153.07,168.32,190.47,237.19,240.02
1990,          Наран,Сүхбаатар,Наран,Хонь,27.16,29.57,30.51,31.99,28.56,26.96,26.99,30.23,29.81,29.82,31.58,30.63,24,25.94,28.81,29.73,31.81,35.29,37.39,38.13,39.83,39.91,38.6,33.26,28.19,23.82,24.43,27.55,27.14,30.92,37,38.67,36.66,34.67,35.72,33.62,31.52,35.7,40.55,47.1,53.8,46.72,48.37,55.03,63.78,68.9,61.05,69.8,71.7
1996,          Онгон,Сүхбаатар,Онгон,Хонь,68.68,62.43,73.37,80.14,74.61,74.9,70.35,73.58,73.24,74.82,77.07,70.77,63.53,66.97,72.04,76.7,77.41,51.3,63.32,66.98,69.46,70.27,77.97,72.78,60.71,53.61,57.57,63.6,65.24,77.23,84.53,84.13,84.21,82.38,77.73,67.34,72.3,76.63,79.5,93.08,102.52,103,115.56,128.02,142.9,154.7,145.25,168.46,187.47
2002,          Сүхбаатар,Сүхбаатар,Сүхбаатар,Хонь,54.94,50.14,53.51,55.9,62.95,61.32,59.57,64.2,65.05,68.38,41.34,53.3,55.03,38.12,43.21,43.18,45,47.31,45.63,49.64,49.27,49.93,53.24,50.94,42.95,38.19,38.05,41.19,47.15,55.35,60.84,62.69,66.59,69.55,69.55,71.19,79.89,85.79,76.45,82.59,86.58,88.82,97.75,105.66,116.56,124.1,129.37,158.03,183.2
2008,          Түвшинширээ,Сүхбаатар,Түвшинширээ,Хонь,46.85,41.26,43.72,48.88,51.53,51.11,50.27,53.76,53.8,56.56,55.54,58.68,52.16,42.79,47.66,50.04,51,46.72,44.24,44.94,43.24,45.71,48.07,NaN,41.22,32.09,30.84,33.33,38.95,45.52,42.99,42.43,43.8,50.21,51.17,55.27,54.76,56.64,53.36,65.22,78.78,89.29,99.24,120.03,135.66,146.86,140.59,158.75,166.92
2014,          Түмэнцогт,Сүхбаатар,Түмэнцогт,Хонь,7.16,4.67,4.97,6.67,8.29,8.59,8.04,8.13,8.46,8.85,8.23,8.52,8.19,7.67,8.87,8.55,9.76,10.37,11.21,12.42,13.63,12.74,13.35,NaN,13.45,13.64,13.05,14.27,15.68,18.08,19.67,20.15,20.6,17.73,19.78,25.12,28.57,31.12,24.68,27.83,27.14,29.9,31.32,31.09,34.43,39.76,46.76,54.45,61.98
2020,          Уулбаян,Сүхбаатар,Уулбаян,Хонь,78.27,64.83,69.72,74.26,82.96,82.78,79.43,79.7,84.27,87.71,85.96,84.95,82.08,57.45,64,68.7,70.37,63.51,61.42,62.71,66.25,70.62,72.93,NaN,63.64,56.35,54.05,58.34,69.38,74.73,67.07,66.58,66.66,68.94,63.38,58.09,60.58,64.7,54.1,64.76,79.02,84.08,93.25,108.57,119.66,129.47,130.23,143.88,140.21
2026,          Халзан,Сүхбаатар,Халзан,Хонь,34.32,31.53,32.57,38.51,40.33,38.3,34.88,37.1,37.57,41.31,40.19,43.36,34.2,31.57,34.8,35.61,37.13,33.86,32.21,34.64,36.07,39.88,41.2,NaN,38.19,27.89,28.67,31.45,36.96,41.12,41.62,37.99,38.82,41.13,37,37.11,39.6,40.61,34.42,40.06,45.5,49.31,57.13,62.16,69.91,75.3,75.52,89.11,82.84
2032,          Эрдэнэцагаан,Сүхбаатар,Эрдэнэцагаан,Хонь,100.01,86.88,104.06,116.41,113.33,111.16,111.75,117.75,118.03,121.67,117.6,131.23,122.1,129.8,126.42,115,99.69,75.34,84.74,84.18,81.68,77.82,79.3,NaN,65.69,50.64,47.94,48.56,54.33,60.1,64.05,61.47,58.61,53.47,53.51,56.45,62.26,67.25,65.1,72.03,73.96,70,72.12,73.81,77.87,87.09,99.69,123.08,141.2
2038,      Хэнтий,Хэнтий,Хэнтий,Хонь,837.86,845.23,851.69,848.23,898.92,894.94,838.28,788.53,879.57,912.34,863.07,933.58,937.1,871.6,828.39,783.81,783.81,789.65,823.94,901.84,950.18,865.83,825.25,667.59,564.67,520.3,527.46,567.67,626.86,677.95,688.64,648,644.08,659.08,687.34,782.29,879.87,1008.33,1008.23,1085.69,1068.29,1146.54,1277.75,1408.74,1599.31,1738.67,1938.14,2212.45,2353.53
2044,        Хэрлэн,Хэнтий,Хэрлэн,Хонь,45.25,36.81,37.53,37.67,71.62,40.25,40.81,41.12,42.98,42.79,37.26,41.77,41.45,41.28,41.54,38.09,38.09,38.17,40.02,43.09,43.47,41.17,35.64,33.24,32.59,47.63,48.49,53.82,47.59,48.34,69.19,53.82,46.67,51.76,54.93,58.47,66.73,77.14,79.92,92.62,92.87,95.12,109.73,126.23,152.15,162.53,184.6,218.83,245.94
2050,        Батноров,Хэнтий,Батноров,Хонь,53.16,54.84,49.14,63.21,57.6,61.91,54.01,51.43,58.29,59.92,48.65,52.4,55.37,54.98,53.71,54.04,54.04,53.78,58.31,62.04,62.06,56.72,57.31,45.88,41.95,36.99,36.84,39.93,44.5,48.65,53.14,53.22,58.09,58.65,63.21,70.33,81.78,93.95,93.64,104.41,102.5,115.79,126.73,136.35,156.12,169.22,183.33,204.57,229.53
2056,        Батширээт,Хэнтий,Батширээт,Хонь,16.37,18.06,20.06,20.35,82.18,21.37,22.34,24,25.73,25.94,25.47,27.78,27.44,29.1,28.13,20.73,20.73,20.72,21.01,24.28,25.72,25.04,20.3,12.71,11.49,9.56,9.65,10.48,11.81,12.5,11.52,9.76,10.8,9.9,8.98,10.05,12.02,14.64,18.79,23.25,20.8,19.96,20.63,20.46,20.95,23.71,25.64,27.64,29.68
2062,        Баян-Адарга,Хэнтий,Баян-Адарга,Хонь,46.49,48.89,43.2,43.98,39.79,52.88,50.27,48.36,53.84,49.88,51.14,55.66,60.47,59.73,52.94,43.99,43.99,41.5,40.34,42.97,44.08,35.41,30.53,16.05,12.1,7.97,8.34,9.45,10.28,11.64,13.45,15.74,18.42,15.3,14.68,16.83,20.47,26.04,33.38,36.11,31.01,32.77,36.22,41.23,51.34,58.15,65.56,84.1,92.47
2068,          Баянмөнх,Хэнтий,Баянмөнх,Хонь,37.43,37.45,38.17,37.98,66.14,43.44,45.08,36.01,41.53,44.27,42.8,46.19,47.4,36.11,31.07,28.33,28.33,30.3,34.21,40.78,44.29,39.05,38.37,29.85,23.92,21.39,21.74,22.89,25.47,28.85,30.09,28.16,22.69,25.11,27.13,32.95,37.37,40.83,31.57,33.19,39.2,42.73,49.56,58.24,69.81,78.17,88.26,98.32,96.9
2074,          Баян-Овоо,Хэнтий,Баян-Овоо,Хонь,45.63,46.16,43.54,46.35,65.93,50.56,47.2,49.26,53.06,53.3,51.93,56.48,56.4,48.04,43.53,45.45,45.45,43.78,45.92,50.4,51.03,41.36,38.89,30.29,19.75,16.56,16.02,16.91,18.93,20.18,23.51,26.07,28.24,25.79,26.96,31.84,36.57,43.64,44.17,46.9,39.22,47.07,45.93,48.58,53.88,59.26,70.21,87.16,99.6
2080,          Биндэр,Хэнтий,Биндэр,Хонь,38.31,38.55,36.2,35.67,20.63,40.85,40.41,43.27,47.39,47.6,49.45,53.18,53.13,50.41,45.57,36.25,36.25,39.34,39.73,39.68,40.07,37.02,35.95,20.29,19.02,17.92,17.87,20.66,23.45,24.71,24.77,24.87,26.08,21.38,23.23,27.64,33.29,39.82,44.8,52.11,51.87,52.34,53.97,57.91,64.34,73.44,83.47,97.51,268.06
2086,          Баянхутаг,Хэнтий,Баянхутаг,Хонь,57.78,59.7,56.48,61.33,38.97,58.91,52.34,52.85,59.62,64.79,56.56,59.91,57.45,45.65,42.25,42.94,42.94,41.03,43.3,50.58,50.64,49.62,42.99,34.91,31.02,33.56,34.38,36.57,46.21,51.45,56.61,52.84,53.06,52.72,56.11,66.6,79.56,90.18,85.85,96.41,106.74,118.2,134.82,156.64,187.05,198.42,220.12,256.4,27.74
2092,          Галшар,Хэнтий,Галшар,Хонь,35.96,36.28,36.91,37.26,46.44,39.47,33.84,28.42,37.56,97.97,91.66,100.64,93.09,69.75,72.32,73.52,73.52,71.01,76.96,84.73,90.45,93.95,98.8,79.48,49.55,47.44,48.11,51.63,60.66,71.78,70.25,62.83,60.9,58.41,59.85,66.95,74.99,81.98,64.82,69.61,76.24,85.76,101.22,113.78,126.39,139.47,149.62,167.7,171.18
2098,          Дадал,Хэнтий,Дадал,Хонь,27.46,26.94,27.39,26.24,47.68,27.19,22.76,24.02,27.22,27.84,26.27,28.56,22.04,19.89,21.08,21.38,21.38,24.86,24.94,26.02,26.47,20.96,17.26,7.68,6.03,4.1,3.94,4.52,5.1,5,5.06,4.74,4.97,4.5,4.11,4.34,4.86,5.32,6.48,7.54,5.94,6.84,6.83,8.18,8.64,9.49,10.77,11.01,12.47
2104,          Дархан,Хэнтий,Дархан,Хонь,51.05,52.16,56.41,55.62,41.37,64.02,66.24,61.68,69.57,76.3,59.44,64.38,69.39,69.99,71.82,66.67,66.67,65.12,57.55,65.4,67.26,65.83,63.97,39.68,46.92,47.28,49.16,48.39,47.5,48.46,48.49,46.62,45.78,50.22,53.23,63.9,65.5,74.64,62.79,61.57,72.24,77.82,71,78.65,91.13,102.24,114.26,127.58,126.13
2110,          Дэлгэрхаан,Хэнтий,Дэлгэрхаан,Хонь,35.96,35.55,42.27,37.73,63,38.63,32.78,23.49,28.84,31.37,46.68,50.17,52.3,45.38,41.33,35.33,35.33,34.52,36.42,41.85,67.95,57.04,68.07,61.97,58.75,57.63,59.98,63.92,72.86,82.44,75.17,65.01,58.91,64.86,66.04,72.27,74.11,80.47,82.32,61.22,62.44,64.12,74.87,83.29,94.9,106.22,115.26,131.38,138.97
2116,          Жаргалтхаан,Хэнтий,Жаргалтхаан,Хонь,40.55,36.27,41.09,42.68,40.1,44.45,39.42,29.45,30.36,33.68,33.11,37.19,37.11,37.29,35.45,33.47,33.47,33.21,34.78,36.74,38.44,38.06,35.59,31.71,25.9,26.61,26.92,30.96,34.97,39.43,40.92,40.15,39.76,42.33,45.39,51.46,57.94,66.57,66.15,68.75,67.76,71.06,79,85.39,89.57,98.41,108.23,120.87,121.71
2122,        Мөрөн,Хэнтий,Мөрөн,Хонь,63.98,57.66,61.42,64.89,50.94,64.49,55.27,49.44,53.19,55.63,53.32,58.81,58.87,49.23,46.1,45.52,45.52,47.42,50.86,54.58,58.31,50.62,51.04,45.64,40.32,37.98,40.86,43.53,51.25,54.32,50.81,41.56,39.13,46.62,50.33,56.98,58.63,66.19,55.1,56.89,60.8,62.67,75.09,79.99,77.78,79.86,89.2,96.9,90.61
2128,          Норовлин,Хэнтий,Норовлин,Хонь,51.34,55.38,51.28,52.4,27.02,58.49,49.97,48.57,54.7,53.87,46.62,52.57,52.69,52.54,49.11,42.82,42.82,41.63,44.08,46.85,47.65,43.21,35.9,27.98,25.94,19.71,18.98,21.57,25.1,26.24,30.18,31.61,30.98,28.06,29.96,28.63,31.39,36.25,47.62,52.54,40.52,41.68,44.77,46.18,51.63,53.11,56.15,70.12,80.53
2134,          Өмнөдэлгэр,Хэнтий,Өмнөдэлгэр,Хонь,50.63,52.26,53.86,80.73,48.8,83.66,84.91,77.62,80.79,72.55,65.28,65.96,63.83,63.18,55.08,50.29,50.29,50.17,52.42,55.82,55.67,47.28,48.67,36.9,31.86,30.94,32.51,35.39,37.6,40.86,50.23,54.77,62.77,61.54,64.29,78.52,93.13,108.84,127.37,150.65,141.26,148.86,154.59,166.16,190.59,206.86,235.36,260.7,281.23
2140,          Цэнхэрмандал,Хэнтий,Цэнхэрмандал,Хонь,46.33,44.57,49.2,47.08,44.75,49.38,45.67,37.99,44.85,42.83,41.69,44.37,46.49,47.31,41.17,42.2,42.2,40.99,43.74,45.78,44.64,41.27,43.27,38.81,34.52,32.1,32.44,34.12,37.49,35.11,35.26,36.24,36.84,41.94,38.92,44.55,51.53,61.83,63.46,71.9,56.9,63.76,70.84,74.6,80.93,86.75,101.88,111.13,120.5
2146,          Бор-Өндөр,Хэнтий,Бор-Өндөр,Хонь,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17,0.14,0.26,0.2,0.2,0.26,17.78,21.21,22.01,4.14,NaN,12.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.95,26.88,32.13,33.37,36.21,40.54,36.73
2152,  Улаанбаатар,Улаанбаатар,Улаанбаатар,Хонь,4.21,7.49,11.4,13.7,15.5,19,20.7,20.3,14.9,4.7,14.65,15.95,18.33,26.29,28,30.53,30.53,36.65,40.24,50.85,65.78,104.08,147.84,144.82,132.55,145.18,148.99,145.13,142.52,109.65,102.81,94.84,94.15,96.76,85.26,94.2,129.02,128.67,154.51,167.91,101.57,105.75,124.73,134.62,158.85,162.32,176.81,170.17,166.34
2158,      Улаанбаатар,Улаанбаатар,Улаанбаатар,Хонь,4.21,7.49,11.4,13.7,15.5,19,20.7,20.3,14.9,4.7,14.65,15.95,18.33,26.29,28,30.53,30.53,36.65,40.24,50.85,65.78,104.08,147.84,144.82,132.55,145.18,148.99,145.13,142.52,109.65,102.81,94.84,94.15,96.76,85.26,94.2,129.02,128.67,154.51,167.91,101.57,105.75,124.73,134.62,158.85,162.32,176.81,170.17,166.34
2164,        Багануур,Улаанбаатар,Багануур,Хонь,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.18,64.75,77.44,80.1,91.27,88.53,92.76
2170,        Багахангай,Улаанбаатар,Багахангай,Хонь,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.79,8.36,10.75,12.59,12.76,12.96,11.83
2176,        Баянгол,Улаанбаатар,Баянгол,Хонь,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0
2182,        Баянзүрх,Улаанбаатар,Баянзүрх,Хонь,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.72,14.02,13.58,14.55,17.4,17.42,16.1
2188,          Налайх,Улаанбаатар,Налайх,Хонь,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.67,17.82,19.63,20.35,21.77,19.14,18.67
2194,          Сонгинохайрхан,Улаанбаатар,Сонгинохайрхан,Хонь,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.5,17.58,22.41,24.15,23.09,21.69,18.41
2200,          Сүхбаатар,Улаанбаатар,Сүхбаатар,Хонь,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3,0.3,0.3,0.42,0.34,0.35,0
2206,          Хан-Уул,Улаанбаатар,Хан-Уул,Хонь,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.37,11.58,14.33,9.94,9.96,9.89,8.58
